Transfer from 0x88d840caed39f1d7511ccd50d308e3f76940be67 to 0xefb2e870b14d7e555a31b392541acf002dae6ae9 for 0.548344053338889024 ETH detected, 0x919b72b81f8ee8723ebc2cd663c9bdb67ed8a01b6a8ed5625e70d7a1c121ca22, 1635552015, 2420.54799856655788693944 USD (1 ETH = 4414.28694964 USD)
Transfer from 0x6b8b77841031135286862e878dcbfb8bd5ae61d2 to 0xefb2e870b14d7e555a31b392541acf002dae6ae9 for 0.105982155 ETH detected, 0x897067b39fc5e40048ba091d9ef65b1bf96d431473c87eed357e75d7c8606765, 1635552027, 467.8356437112236742 USD (1 ETH = 4414.28694964 USD)
Transfer from 0x03c8c937384f0c79eb09debe390652e0de98e2b0 to 0xefb2e870b14d7e555a31b392541acf002dae6ae9 for 0.10538048 ETH detected, 0x0009a1050c011fbb8017b84afda70faeffad3d1b8001538bf13f0a5583dafd6f, 1635552027, 465.1796776107990272 USD (1 ETH = 4414.28694964 USD)
Transfer from 0x3229149012a035ef51d724e0343eb31ce3e4bb7d to 0xbc396689893d065f41bc2c6ecbee5e0085233447 for 0.00 ETH detected, 0x5ae2007259edc0be20b6e466713148641c2c108a764f70e68c0f30eb333a9db9, 1635552027, 0.00 USD (1 ETH = 4414.28694964 USD)
Transfer from 0x73f9b272abda7a97cb1b237d85f9a7236edb6f16 to 0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7 for 0.00 ETH detected, 0x2be3b3dccb2b001181fee8653ebcd9ed86cf8bbf22aee9fee7ae5f70416db061, 1635552027, 0.00 USD (1 ETH = 4414.28694964 USD)
Transfer from 0x7abe0ce388281d2acf297cb089caef3819b13448 to 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 for 0.00 ETH detected, 0xe4c7d805256b88aa68a03684e7b78e7b836fea6659e60462cfee1710a45c8a12, 1635552027, 0.00 USD (1 ETH = 4417.78959892 USD)
Transfer from 0x72dd37e54cc5cf45abcc9adeb8c679f35c9aceed to 0xefb2e870b14d7e555a31b392541acf002dae6ae9 for 0.19791445 ETH detected, 0xea9324f7318162f0292f8c6f482f3e607dc50ecdb1763aed63fd01d3aa7839ab, 1635552040, 874.344398685972394 USD (1 ETH = 4417.78959892 USD)
Transfer from 0x7d19765eed3bb6ee26ffbb504568703ee53aa277 to 0xefb2e870b14d7e555a31b392541acf002dae6ae9 for 0.09728868 ETH detected, 0x020b2907f18435c904619e40024398e853604a6f32b81d49fc4b5659811b8695, 1635552040, 429.8009185966562256 USD (1 ETH = 4417.78959892 USD)
Transfer from 0x3b643b71371407a645d80312cde0a8134232ceb2 to 0xefb2e870b14d7e555a31b392541acf002dae6ae9 for 0.447408913915321984 ETH detected, 0xf18ae2eceec754e30fd8f1b0c2df30a18477da96a89bd2aacdc060c4cd5bc1f9, 1635552046, 1976.55844635920311453802 USD (1 ETH = 4417.78959892 USD)
Transfer from 0x6fc48de8f167456b7aa27dd4ecfabba329ea623d to 0xc556ab1cc517b2210853704b536e2cf6d7cca3f6 for 0.9325 ETH detected, 0xfcba710ccd773a2abefec8fc51bf1bd83fd68e9c1f57d6ac1fb39c31eb350fb5, 1635552047, 4119.5888009929 USD (1 ETH = 4417.78959892 USD)
